route,route_type,route_id,dir_label,n_stops,frequency,is_loop,first,last,role,direction_group,base_route_id,confidence,source,verified,verifier_agree,added_or_removed,evidence
225,General,BR_TAGO_USB195102251,남부노인복지회관 방면,59,27,False,농소공영차고지,남부노인복지관,main,남부노인복지회관 방면,BR_TAGO_USB195102251,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=27, 59 stops"
225,General,BR_TAGO_USB195102252,농소차고지 방면,62,27,False,남부노인복지관,농소공영차고지,main,농소차고지 방면,BR_TAGO_USB195102252,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=27, 62 stops"
226,General,BR_TAGO_USB195102266,농소 방면,62,1,False,장생포,농소공영차고지,short_turn,내선 농소행(농소 방면),BR_TAGO_USB195102263,medium,agent,True,True,one-way INBOUND half of loop 263; runs 장생포→농소공영차고지 only (drops the 농소공영→장생포 outbound leg),"62 stops, freq 1, is_loop=false. Stop sequence is exactly the return half of 263 (장생포…농소공영차고지, including return-side stops 성남프라자/옥교동/구역전시장/대현초등학교앞). 263 vs 266 relationship b_short_turn_of_a, seam_b_to_a true, jaccard 0.886. Reverse direction of 265. Sole pattern of this inbound direction."
226,General,BR_TAGO_USB195102263,농소 순환,123,2,True,농소공영차고지,농소공영차고지,circular,농소 순환(전체 루프),,high,agent,True,True,,"Canonical full loop, 123 stops, frequency 2 (highest of the 4). first=last=농소공영차고지; turnaround at the bottom (장생포초등학교→장생포→장생포초등학교) before returning via parallel streets (성남프라자/옥교동/구역전시장/대현초등학교앞 on the return side). 265 == its first 62 stops (outbound half 농소→장생포) and 266 == its return half (장생포→농소) as exact stop-name subsets; 264 == this loop + a detour. Base of all other variants."
226,General,BR_TAGO_USB195102264,농소 순환,128,1,True,농소공영차고지,농소공영차고지,detour,농소 순환(전체 루프),BR_TAGO_USB195102263,high,agent,True,True,"adds 모듈화산업단지 detour on the OUTBOUND leg after 연암동: 연암, 에프유, 오에스, 중앙공업, 모듈화산업단지입구 (+5 stops, 123→128) before rejoining at 상방마을; return leg identical to 263","name_jaccard 0.933 with 263, seam both ways, relationship a_subset_detour_of_b (263's stop-set is a subset of 264). Same rotational direction as 263 (NOT its reverse despite reverse_pair flag). Differs from 263 only by the 5-stop industrial-park diversion between 연암동 and 상방마을. frequency 1 vs 263's 2."
226,General,BR_TAGO_USB195102265,직업전문학교 방면,62,1,False,농소공영차고지,장생포,short_turn,외선 장생포행(직업전문학교 방면),BR_TAGO_USB195102263,medium,agent,True,True,one-way OUTBOUND half of loop 263; runs 농소공영차고지→장생포 only and does not complete the return loop (drops the 장생포→농소공영 return leg),"62 stops, freq 1, is_loop=false. Stop sequence is exactly the first 62 stops of 263 (농소공영차고지…장생포). 263 vs 265 relationship b_short_turn_of_a, seam_a_to_b true, jaccard 0.886. Reverse direction of 266 (reverse_pair true, divergent). Sole pattern of this outbound direction."
233,General,BR_TAGO_USB196102333,농소차고지 방면 (왕복: 농소공영↔UNIST↔농소공영),111,18,True,농소공영차고지,농소공영차고지,main,A:농소차고지 방면(왕복순환 본선),,high,agent,True,True,none — canonical full round-trip pattern,"frequency 18 = 18/21 (86%) of all 233 trips, operationally dominant; is_loop=true, first=last=농소공영차고지, reaches 울산과학기술원 turnaround at the midpoint; 111 stops = the ONLY pattern covering both legs, including outbound-only one-way stops (지웰푸르지오, 화봉휴먼시아2단지, 농수산물종합유통센터후문, 신중앙시장, 중앙전통시장, 성남동) AND return-only one-way stops (화봉쌍용예가, 화봉고등학교, 울산북부경찰서, 고헌초등학교, 유아교육진흥원, 옥교동, 학성새벽시장.세민병원, 구역전시장앞). 334 is its outbound half (jaccard .836, seam_a_to_b true), 335 is its return half (jaccard .851, seam_b_to_a true)."
233,General,BR_TAGO_USB196102334,농소차고지 방면 (상행 편도: 농소공영→UNIST),56,2,False,농소공영차고지,울산과학기술원,short_turn,A:농소차고지 방면(왕복순환 본선),BR_TAGO_USB196102333,high,agent,True,True,removes the entire return leg 울산과학기술원→농소공영차고지 (화봉쌍용예가·화봉고등학교·울산북부경찰서·고헌초등학교·유아교육진흥원·옥교동·학성새벽시장.세민병원·구역전시장앞 등); terminates at 울산과학기술원 turnaround instead of looping back to 농소.,"frequency 2; 56 stops 농소공영차고지→울산과학기술원, identical to 333's first 56 stops (the outbound leg up to the turnaround); seam_a_to_b true (333.last 농소공영 == 334.first 농소공영); jaccard .836; pair relationship 'b_short_turn_of_a'. It is one one-way half of the loop 333."
233,General,BR_TAGO_USB196102335,울산과학기술원 방면 (하행 편도: UNIST→농소공영),57,1,False,울산과학기술원,농소공영차고지,short_turn,B:울산과학기술원 방면(UNIST→농소 편도),BR_TAGO_USB196102333,high,agent,True,True,operates only the return leg 울산과학기술원→농소공영차고지 (incl. return-only one-way stops 화봉쌍용예가·화봉고등학교·울산북부경찰서·고헌초등학교·옥교동·학성새벽시장.세민병원); omits the entire outbound leg 농소→UNIST (지웰푸르지오·화봉휴먼시아2단지·농수산물종합유통센터후문·신중앙시장·중앙전통시장 등).,"frequency 1; 57 stops 울산과학기술원→농소공영차고지, identical to 333's return leg (stops 56-111); seam_b_to_a true (335.last 농소공영 == 333.first 농소공영); jaccard .851; pair relationship 'b_subset_unordered_of_a'. Exact reverse of 334 (pair 334-335 reverse_pair=true, jaccard .687). It is the other one-way half of the loop 333."
235,General,BR_TAGO_USB195102352,농소차고지 방면,52,32,False,덕하공영차고지(기점),농소공영차고지,main,A:농소차고지 방면 (본선),,high,agent,True,True,none (canonical northbound trunk: 덕하공영차고지 -> 농소공영차고지),"freq 32 (tied highest), 52 stops, full corridor first=덕하공영차고지(기점) last=농소공영차고지. Reverse pair with 351 (reverse_pair=true, seam both ways, name_jaccard 0.772). Operationally dominant northbound; 354 (양천, freq 3) is a low-freq branch of it sharing the entire northern corridor (jaccard 0.86) and joining at 덕하한양수자인."
235,General,BR_TAGO_USB195102351,덕하차고지 방면,49,32,False,농소공영차고지,덕하공영차고지(종점),main,B:덕하차고지 방면 (본선),,high,agent,True,True,none (canonical southbound trunk: 농소공영차고지 -> 덕하공영차고지),"freq 32 (tied highest), 49 stops, first=농소공영차고지 last=덕하공영차고지(종점). Reverse of 352 (reverse_pair=true, seam both ways, jaccard 0.772). Dominant southbound; 353 (양천, freq 3) is its low-freq branch sharing the full corridor (jaccard 0.865), splitting at 덕하한양수자인."
235,General,BR_TAGO_USB195102354,농소차고지 방면,54,3,False,양천마을회관,농소공영차고지,branch,C:농소차고지 방면 (양천마을회관 지선),BR_TAGO_USB195102352,high,agent,True,True,"vs 352: REMOVES 덕하 depot tail (덕하공영차고지(기점), 청량교앞, 신일해피트리); ADDS 양천마을회관 spur (양천마을회관, 수질연구소, 양동마을, 남구예비군훈련장.청량농협, 덕하교) before rejoining the trunk at 덕하한양수자인.","freq 3 (low), 54 stops, starts 양천마을회관 instead of 덕하공영차고지 but same north terminus/turnaround 농소공영차고지. jaccard 0.86 vs 352 (shares entire northern corridor); no reverse/seam with 352. Genuinely different south terminus (양천마을회관 != 덕하공영차고지) => branch, not detour or reverse. Reverse pair with 353 (reverse_pair=true, jaccard 0.759, seam both at 농소공영)."
235,General,BR_TAGO_USB195102353,양천마을회관 방면,48,3,False,농소공영차고지,양천마을회관,branch,D:양천마을회관 방면 (지선),BR_TAGO_USB195102351,high,agent,True,True,"vs 351: REMOVES 덕하 depot tail (신일해피트리, 상남, 청량교앞, 덕하공영차고지(종점)); ADDS 양천 spur (남구예비군훈련장.청량농협, 수질연구소, 양천마을회관) after the split at 덕하한양수자인.","freq 3 (low), 48 stops, ends 양천마을회관 instead of 덕하공영차고지; same north start/turnaround 농소공영차고지. jaccard 0.865 vs 351 (shares full corridor). Reverse pair with 354 (reverse_pair=true, jaccard 0.759, seam both ways at 농소공영). Different south terminus => branch (양천마을회관 headsign confirmed by route_name)."
236,General,BR_TAGO_USB195102363,농소 순환,77,7,True,농소공영차고지,농소공영차고지,circular,A:농소순환(루프),,high,agent,True,True,none — canonical closed loop,"is_loop=true; first==last==농소공영차고지 (norm 농소공영); n_stops=77 (full round-trip counting both legs); frequency=7 (highest of the two). Complete circular service: outbound 농소공영→차일마을→농소운동장→울산공항→북구청앞→서동시장→약사→울산MBC→계비고개→번영교입구→번영로→야음시장앞→울산번개시장앞→새터삼거리→변전소→야음장생포행정복지센터 (turnaround), then return leg via 국민요양병원→달동주공아파트앞→번영사거리→문화예술회관앞→KBS방송국앞→울산MBC→홈플러스중구점→삼성아파트앞→약사→혜인학교→서동시장→울산공항→화봉쌍용예가→농소→농소공영차고지. This is the namesake 순환 and the route's canonical line."
236,General,BR_TAGO_USB195102364,농소 순환,50,5,False,농소공영차고지,용연한국가스공사,branch,B:용연한국가스공사행(지선),BR_TAGO_USB195102363,medium,agent,True,True,Shares the full outbound trunk of 363 (농소공영→차일마을→농소운동장→울산공항→북구청앞→서동시장→약사아이파크→약사중학교→선우시장→울산MBC→계비고개→번영교입구→KBS방송국앞→번영로코아루→달동주공아파트앞→도산사거리→번영로두산위브→야음시장앞→울산번개시장앞→야음장생포행정복지센터→변전소). DROPS the entire loop return leg of 363 (국민요양병원…달동주공…문화예술회관앞…KBS…홈플러스중구점…약사…울산공항…화봉…back to 농소공영). ADDS the 용연 petrochemical-complex segment: SK정문앞→SK후문앞→외국인투자기업단지입구→FCC삼거리→SKC앞→한진중공업앞→듀퐁앞→SK에너지앞→울산화력본부앞→용연한국가스공사.,"is_loop=false; first=농소공영차고지, last=용연한국가스공사 (genuinely different terminus, not a loop and not a reverse direction); n_stops=50; frequency=5. Pair signal: name_jaccard=0.69 (large shared trunk), seam_b_to_a=false (last 용연한국가스공사 != 363 first 농소공영), reverse_pair=false, relationship='divergent'. Diverges from 363 at the 변전소/야음장생포 area to serve the 용연 industrial complex (SK에너지앞, 울산화력본부앞, 한국가스공사)."
246,General,BR_TAGO_USB195102466,직업전문학교 방면,48,4,False,농소공영차고지,장생포,short_turn,B:직업전문학교방면(농소공영→장생포 outbound),BR_TAGO_USB195102463,high,agent,True,True,"drops the entire inbound leg (장생포→농소공영); runs outbound half only, terminating at 장생포","Outbound half only, f4. 농소공영차고지→장생포, 48 stops == exact prefix (first 48 stops) of loop 463. seam 463→466 true, jaccard 0.842, relationship b_short_turn_of_463. Headsign 직업전문학교 방면 but NO literal 직업전문학교 stop in sequence (label only); terminus is the 장생포 turnaround. Sole representative of the outbound direction."
246,General,BR_TAGO_USB195102467,농소 방면,51,2,False,장생포,농소공영차고지,short_turn,C:농소방면(장생포→농소공영 inbound),BR_TAGO_USB195102463,high,agent,True,True,"drops the entire outbound leg (농소공영→장생포); runs inbound half only, starting at 장생포","Inbound half only, f2. 장생포→농소공영차고지, 51 stops == loop 463's turnaround-onward (inbound) leg exactly. jaccard 0.895 with 463, relationship b_short_turn_of_463. Plain inbound (no 모듈화), matches the canonical inbound leg of the 본선 loop — chosen as 농소방면 group main."
246,General,BR_TAGO_USB195102464,농소 방면,57,2,False,장생포,농소공영차고지,detour,C:농소방면(장생포→농소공영 inbound),BR_TAGO_USB195102467,high,agent,True,True,"adds 모듈화산업단지 inbound spur: 모듈화산업단지입구, 현대글로비스, 센트랄, 진우, 윤영테크, 금강기계공업 (inserted between 상방마을 and 화봉고등학교); like 467 it drops the outbound leg","Inbound half + 모듈화 detour, f2. 57 stops = 467 (51) + 6 모듈화 stops. jaccard 0.895 with 467 (relationship: 467⊂464 subset_detour). 센트랄 appears ONLY in 464 — one-way-street pairing with 465's outbound 모듈화 spur (which lacks 센트랄). Also a short-turn of loop 463 (inbound only)."
246,General,BR_TAGO_USB195102463,농소 순환,98,17,True,농소공영차고지,농소공영차고지,circular,Loop:농소순환(농소공영↔장생포 full circuit),,high,agent,True,True,none (canonical full loop),"Full circular 본선, f17 (dominant by far). first=last=농소공영차고지; turnaround at 장생포 with mini-loop (장생포초등학교/울산해양경찰서부두). 98 stops, plain (no 모듈화 detour). seam_a_to_b=true to both halves; jaccard 0.842(466),0.919(465),0.895(467),0.81(464). Outbound half 466 + inbound half 467 reconstruct it exactly."
246,General,BR_TAGO_USB195102465,농소 순환,103,2,True,농소공영차고지,농소공영차고지,detour,Loop:농소순환(농소공영↔장생포 full circuit),BR_TAGO_USB195102463,high,agent,True,True,"adds 모듈화산업단지 outbound spur: 모듈화산업단지입구, 현대글로비스, 진우, 윤영테크, 금강기계공업 (inserted between 한라비발디정문 and 연암 on outbound leg); inbound leg unchanged","Same loop as 463 but only f2; 103 stops = 463 (98) + 5 모듈화 stops on outbound. jaccard 0.919 with 463, relationship a_subset_detour_of_465 (463⊂465). Inbound leg plain (no 모듈화), so 모듈화 served outbound-only here."
256,General,BR_TAGO_USB195102564,직업전문학교 방면,58,3,False,농소공영차고지,장생포,short_turn,A:직업전문학교/장생포 방면(outbound half),BR_TAGO_USB195102563,high,agent,True,True,keeps outbound leg only (농소공영차고지…한국폴리텍대학앞…병영사거리…성남동…장생포); DROPS entire return leg (장생포초등학교…성남프라자…옥교동…한라비발디…송정LH1단지…농소공영차고지),"f3, 58 stops, exact prefix = 563 stops 1-58 (농소공영차고지→장생포). seam_a_to_b=true, relationship b_short_turn_of_a vs 563. Headsign '직업전문학교' = 한국폴리텍대학앞 on this outbound leg. Reverse_pair with 565 (jaccard 0.746). Outbound half-trip of the loop (likely pull-out trip)."
256,General,BR_TAGO_USB195102565,농소차고지 방면,59,1,False,장생포,농소공영차고지,short_turn,B:농소차고지 방면(return half),BR_TAGO_USB195102563,high,agent,True,True,keeps return leg only (장생포…성남프라자…옥교동…구역전시장앞…한라비발디…송정LH1단지…농소공영차고지); DROPS entire outbound leg (원지마을입구…병영…장생포초등학교),"f1, 59 stops, exact suffix = 563 stops 58-116 (장생포→농소공영차고지). seam_b_to_a=true, relationship b_short_turn_of_a vs 563. Uses the loop's distinct one-way return stops (성남프라자, 옥교동, 구역전시장앞, 한라비발디, 송정LH1단지) absent from 564. Reverse_pair with 564. Return half-trip of the loop (likely pull-in/last trip)."
256,General,BR_TAGO_USB195102563,농소 순환,116,33,True,농소공영차고지,농소공영차고지,circular,C:농소순환(full loop),,high,agent,True,True,"baseline full loop, no add/drop; out via 병영1동·선거관리위원회·신중앙시장·성남동, return via 성남프라자·옥교동·구역전시장앞·한라비발디·송정LH1단지","f33 (33 of 37 total trips), is_loop=true, 116 stops 농소공영차고지→…→장생포(pos58)→…→농소공영차고지. Concatenation of 564 (stops 1-58) + 565 (stops 58-116) sharing turnaround 장생포. jaccard 0.866 vs 564, 0.881 vs 565; both are b_short_turn_of_a of this variant. Dominant on BOTH frequency and coverage."
257,General,BR_TAGO_USB195102572,농소차고지 방면,56,25,False,태화강역,농소공영차고지,main,농소차고지 방면,BR_TAGO_USB195102572,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=25, 56 stops"
257,General,BR_TAGO_USB195102571,태화강역 방면,57,25,False,농소공영차고지,태화강역(종점),main,태화강역 방면,BR_TAGO_USB195102571,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=25, 57 stops"
266,General,BR_TAGO_USB195102663,농소 순환,109,39,True,농소공영차고지,농소공영차고지,circular,농소순환 (full loop),,high,agent,True,True,n/a — canonical full round-trip loop covering all 109 stops in both legs,"is_loop=true, 109 stops, frequency=39 (overwhelmingly dominant vs 1/2). Out-and-back: 농소공영차고지→울산공항→공업탑→야음→석유화학단지→울산신항/울산국제물류센터 turnaround→return→농소공영차고지. name_jaccard 0.906 w/665, 0.859 w/664; both 664 and 665 are truncations of it (seam at 농소공영). Contains all leg-exclusive stops of both partials."
266,General,BR_TAGO_USB195102665,농소차고지 방면,58,2,False,황암마을,농소공영차고지,short_turn,농소순환 inbound half (울산항→농소),BR_TAGO_USB195102663,high,agent,True,True,drops the entire outbound leg (농소공영→울산공항→공업탑→야음→석유화학단지→처용암→이지정문→SK케미칼앞→황암마을); begins at 황암마을 and runs the return half through the 울산신항 turnaround back to 농소공영.,"58 stops, frequency=2, not a loop. first=황암마을, last=농소공영 — exactly 663's inbound/return leg. seam_b_to_a with 663 (665.last 농소공영 == 663.first 농소공영), reverse_pair=false, relationship b_short_turn_of_a. jaccard 0.906 (highest of all pairs). Return-exclusive stops present: 부곡동, 대현초등학교앞, 홈플러스중구점, 화봉쌍용예가, 화봉고등학교, 울산북부경찰서, 고헌초등학교."
266,General,BR_TAGO_USB195102664,농소차고지 출발,55,1,False,농소공영차고지,울산국제물류센터,short_turn,농소순환 outbound half (농소→울산항),BR_TAGO_USB195102663,high,agent,True,True,drops the entire inbound return leg (울산신항→SK케미칼앞→…→공업탑→울산공항→원지마을입구→농소공영); runs only the outbound half and terminates at 울산국제물류센터 (port).,"55 stops, frequency=1, not a loop. first=농소공영, last=울산국제물류센터 — exactly 663's outbound leg. seam_a_to_b with 663 (663.last 농소공영 == 664.first 농소공영), reverse_pair=false, relationship b_short_turn_of_a. jaccard 0.859. Outbound-exclusive stops present: 지웰푸르지오, 화봉휴먼시아2단지, 병영1동행정복지센터, 계비고개, 올림푸스아파트앞, 대현동주민센터."
304,General,BR_TAGO_USB196103042,복합웰컴센터 방면,69,14,False,율리공영차고지,복합웰컴센터,main,복합웰컴센터 방면,BR_TAGO_USB196103042,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=14, 69 stops"
304,General,BR_TAGO_USB196103041,율리방면,73,14,False,복합웰컴센터,율리공영차고지종점,main,율리방면,BR_TAGO_USB196103041,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=14, 73 stops"
307,General,BR_TAGO_USB196103071,천상중학교 방면,45,66,False,태화강역,천상중학교,main,천상중학교 방면,BR_TAGO_USB196103071,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=66, 45 stops"
307,General,BR_TAGO_USB196103072,태화강역 방면,47,66,False,천상중학교,태화강역(종점),main,태화강역 방면,BR_TAGO_USB196103072,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=66, 47 stops"
308,General,BR_TAGO_USB196103082,삼남신화 방면,41,18,False,봉계시장,삼남신화,main,A:삼남신화행,,high,agent,True,True,"n/a (main line, 삼남신화 direction)","f18 (highest of all 3 variants), 41 stops, 봉계시장→삼남신화 via 두서면(미호·인보·서하)·언양읍·울산역. Sole variant in 삼남신화 direction. Reverse-pair of 081 (seam_a_to_b=true, seam_b_to_a=true, reverse_pair=true, jaccard 0.766)."
308,General,BR_TAGO_USB196103081,봉계 방면,42,14,False,삼남신화,봉계시장,main,B:봉계행,,high,agent,True,True,"n/a (main line, 봉계 direction; clean core without the 내와/외와 loop)","f14 (workhorse of 봉계 direction), 42 stops, 삼남신화→봉계시장. Reverse of 082 (reverse_pair=true, jaccard 0.766). Relationship to 085 = a_short_turn_of_b: 081 is 085 minus the appended village loop, i.e. the core trunk. More frequent than 085 (14 vs 4)."
308,General,BR_TAGO_USB196103085,봉계 방면,67,4,False,삼남신화,봉계시장,extension,B:봉계행,BR_TAGO_USB196103081,high,agent,True,True,adds 내와/외와 village out-and-back loop beyond terminus 봉계시장: 봉계시장→계명마을→활천입구→활천마을→울산전철변전소→신기→양지→음지→진등→당수→삼정암→내와→북각골입구→밭외→외와→중점→(returns)당수→진등→음지→양지→신기→울산전철변전소→활천마을→활천입구→계명마을→봉계시장,"f4 (lowest), 67 stops = 081's full 42-stop 봉계 pattern plus an appended loop after first reaching 봉계시장. Same first(삼남신화)/last(봉계시장) as 081; jaccard 0.764 with 081; relationship a_short_turn_of_b (081 is short-turn of 085) confirms 085 = 081 + loop. Same direction (봉계 방면), so an extension not a branch."
31,General,BR_TAGO_USB194100313,동진성끝 방면,78,22,True,동진성끝,동진성끝,circular,동진성끝 방면,BR_TAGO_USB194100313,high,auto,False,,,"single variant; freq=22, 78 stops; loop (first==last)"
313,General,BR_TAGO_USB196103137,구언양버스터미널 방면,34,2,False,사촌,구언양버스터미널,main,A:구언양버스터미널행,,high,agent,True,True,n/a — main of outbound group; no derived add/drop.,"34 stops, freq 2. Clean OUTBOUND 사촌→구언양버스터미널. Reverse pair with 135 (reverse_pair=true; seam both ways: 137 last 구언양버스터미널 == 135 first, 137 first 사촌 == 135 last). Equals the first 34 stops of round-trip 133 exactly (relationship 'b_short_turn_of_a'). jaccard 0.825 with 136 (shared 사촌-end trunk)."
313,General,BR_TAGO_USB196103135,사촌 방면,57,3,False,구언양버스터미널,사촌,main,B:사촌행,,high,agent,True,True,n/a — main of inbound group; no derived add/drop.,"57 stops, freq 3 (dominant in inbound group). INBOUND 구언양버스터미널→사촌, running the 신화(태기)/정거리 northern loop (신흥마을·고동골·신화(태기)입구·정거리마을·평리마을·고중마을·다개사입구·개말·다개입구·고속도휴게소·정거리·언양중학교) before the 구언양버스터미널→사촌 trunk. Reverse pair with 137 (reverse_pair=true, both seams). Equals the inbound half of round-trip 133 (jaccard 0.962, 'b_short_turn_of_a_interior'). More complete and more frequent than 136."
313,General,BR_TAGO_USB196103136,사촌 방면,39,1,False,동부주공아파트,사촌,detour,B:사촌행,BR_TAGO_USB196103135,medium,agent,True,True,vs 135: DROPS the 신화(태기)/정거리 northern loop (신흥마을·고동골·신화(태기)입구·정거리마을·평리마을·고중마을·다개사입구·개말·다개입구·고속도휴게소·정거리·언양중학교·언양복지회관); ADDS origin segment 동부주공아파트·경남아너스빌. Shares the identical 구언양버스터미널→사촌 trunk.,"39 stops, freq 1. jaccard 0.712 with 135; from 구언양버스터미널 to 사촌 the stop sequence is byte-identical to 135 — they differ ONLY in the front (언양-end) segment. 동부주공아파트·경남아너스빌 appear in no other variant. Same 사촌 destination/headsign as 135, so a same-direction reroute, not a branch."
313,General,BR_TAGO_USB196003133,삼동초 방면,91,4,False,사촌,삼동초등학교,main,C:삼동초행,,medium,agent,True,True,"Combined round-trip = OUTBOUND 137 (사촌→구언양버스터미널, first 34 stops) + INBOUND 135 (구언양버스터미널→신화loop→사촌) + unique terminal 삼동초등학교.","91 stops, freq 4 (highest). Full out-and-back super-pattern: first 34 stops == variant 137 exactly; remainder == variant 135 inbound incl. 신화(태기)/정거리 loop (jaccard 0.962 with 135, 0.654 with 137 — each is one of its halves). Uniquely terminates at 삼동초등학교 (served by no other variant). is_loop=false (retraces the corridor, so not a true 순환). Overlaps both reverse directions; given its own group and tagged main as the most complete + most frequent pattern, flagged as a round-trip super-pattern."
318,General,BR_TAGO_USB196103183,삼남 순환,95,5,True,삼남신화,삼남신화,circular,삼남순환 (one-way loop),,high,agent,True,True,"full 95-stop one-way loop; superset = outbound arc (stops 1-52, = variant 185) + return arc (stops 53-95, = variant 184), joined at turnaround 율림→은편삼거리","frequency 5 = highest of the 3 (vs 1/1); is_loop=true, first=last=삼남신화; 95 stops = full coverage. Verified: variant 185 == loop stops 1-52 exactly and variant 184 == loop stops 53-95 exactly. name_jaccard 0.852 (vs 185), 0.705 (vs 184); seam 183→185 (a_to_b) and 184→183 (b_to_a). Dominant on BOTH frequency and coverage → unambiguous 본선."
318,General,BR_TAGO_USB196103185,은편 방면,52,1,False,삼남신화,율림,short_turn,삼남순환 (one-way loop),BR_TAGO_USB196103183,high,agent,True,True,drops the entire return arc (loop stops 53-95: 은편삼거리→은편중리→상리→장성→하리→아래하리→박제상유적지입구→…→울산역→쌍수마을→삼남신화); terminates at 율림 instead of completing the loop,"frequency 1; 52 stops = exact prefix (stops 1-52) of loop 183; first=삼남신화 (loop start), last=율림. name_jaccard 0.852; relationship b_short_turn_of_a; seam_a_to_b true (loop continues 율림→은편삼거리). Single daily outbound-arc trip = truncation (단축) of the loop, not a reverse direction."
318,General,BR_TAGO_USB196103184,삼남신화 방면,43,1,False,은편삼거리,삼남신화,short_turn,삼남순환 (one-way loop),BR_TAGO_USB196103183,high,agent,True,True,"drops the entire outbound arc (loop stops 1-52: 삼남신화→…→율림, incl. 언양 outbound and the 박제상유적지·당지·비조 far-end spur); begins at 은편삼거리","frequency 1; 43 stops = exact suffix (stops 53-95) of loop 183; first=은편삼거리, last=삼남신화 (loop end). name_jaccard 0.705; relationship b_short_turn_of_a; seam_b_to_a true (184 last 삼남신화 = 183 first). vs 185: reverse_pair=false, divergent (jaccard 0.557) — complementary arc, not a reverse. Single daily return-arc trip = 단축 of the loop."
32,General,BR_TAGO_USB194100323,대왕암공원 순환,72,30,True,대왕암공원,대왕암공원,circular,대왕암공원 순환,BR_TAGO_USB194100323,high,auto,False,,,"single variant; freq=30, 72 stops; loop (first==last)"
323,General,BR_TAGO_USB196103235,복합웰컴센터 방면,43,1,False,삼남신화,복합웰컴센터,duplicate,A:복합웰컴센터행(outbound),BR_TAGO_USB196103233,high,agent,True,True,No new stops. Covers ONLY the outbound leg 삼남신화→…→복합웰컴센터 of the 233 loop; drops the entire return leg.,"freq 1, is_loop=false, first=삼남신화 last=복합웰컴센터. identical_set with 233 (jaccard 1.0, seam_a_to_b true) = zero unique coverage. Its last stop 복합웰컴센터 == first stop of inbound half 236 (turnaround seam); reverse_pair with 236 (jaccard 0.977). One-way outbound half of the main loop, likely a single scheduled directional trip. Sole pure-outbound pattern → also serves as group A main_route_id."
323,General,BR_TAGO_USB196103233,삼남신화 방면,84,5,True,삼남신화,삼남신화,main,B:삼남신화행(inbound·round-trip),,high,agent,True,True,,"Highest frequency (5 trips). Full round-trip loop 삼남신화→…→복합웰컴센터→…→삼남신화, 84 stops, retracing the entire 언양/상북/등억 corridor in both directions (e.g. 신불산온천·언양온천·간월입구 outbound then again inbound). Turnaround = 복합웰컴센터. identical_set with outbound half 235 (jaccard 1.0) and superset of inbound half 236 (jaccard 0.977) confirm it is the union of both one-way halves. Standard symmetric retrace = canonical 본선."
323,General,BR_TAGO_USB196103234,언양 방면,64,2,True,삼남신화,삼남신화,detour,B:삼남신화행(inbound·round-trip),BR_TAGO_USB196103233,high,agent,True,True,Adds 천전입구 on the outbound leg; on the RETURN replaces the 상북 retrace with the corridor 등억·자수정동굴입구·작천정·작천정입구·울산산업고등학교·서울산보람병원·상평마을. Drops (on the return only) the 상북/등억 retrace block 신불산온천·등억삼거리·아하브마을…능산 and the 언양 inner retrace (언양성당·언양맨션·언양전화국).,"freq 2, full loop with identical termini to 233 (삼남신화 both ends, 복합웰컴센터 turnaround). relationship 233⊂234 unordered (234 superset of names), jaccard 0.843, reverse_pair true. Outbound still serves the full 상북 corridor; only the return path differs → detour, not branch (no new destination). Distinct headsign '언양 방면' reflects the 작천정-via-언양 return."
323,General,BR_TAGO_USB196103236,삼남신화 방면,43,1,False,복합웰컴센터,삼남신화,duplicate,B:삼남신화행(inbound·round-trip),BR_TAGO_USB196103233,high,agent,True,True,No new stops. Covers ONLY the return leg 복합웰컴센터→…→삼남신화 of the 233 loop; omits outbound-only 혜원어린이집. Lists 삼성아파트 twice consecutively (data dup).,"freq 1, is_loop=false, first=복합웰컴센터 last=삼남신화. 236⊂233 unordered (jaccard 0.977, seam_b_to_a true) = no unique coverage. reverse_pair with outbound half 235 (jaccard 0.977); 235's last stop 복합웰컴센터 seams into 236's first stop. One-way inbound half of the main loop. Minor anomaly: consecutive duplicate 삼성아파트."
327,General,BR_TAGO_USB196103275,태화강역 방면,66,3,False,삼남신화,태화강역(종점),main,A:태화강역행,,high,agent,True,True,,"삼남신화→태화강역(종점), 66 stops, frequency 3. Reverse pair of 274 (reverse_pair=true; both seams match at 삼남신화 and 태화강역). Sequence is exactly the loop 273's outbound half (differs only by terminus label 태화강역 vs 태화강역(종점)). Reaches BOTH termini, so it is a full-length one-way directional service, NOT a short-turn (the mechanical b_short_turn_of_273 signal is just a subsequence artifact). Outbound-only stops 달동현대아파트앞, 목화예식장앞. Sole variant of the outbound direction → main of its group."
